15,82,174,106,Group
193,82,206,107,Baseline
401,82,181,107,Week 1
584,82,181,105,Week 2
766,82,178,104,Week 3
945,83,181,104,Week 4
12,190,177,159,1 (N=1) *
192,190,205,160,6
402,191,180,158,8
583,190,178,158,NA
764,189,177,160,NA
944,190,182,160,NA
12,352,178,107,2 (N=3)
191,351,207,107,12
399,352,182,107,28
585,353,177,103,24
765,351,177,105,19
945,350,179,107,9
12,459,177,106,3 (N=4)
191,458,204,107,11
399,460,183,105,22
583,459,181,109,42
765,459,178,106,11
945,457,181,111,21
12,567,176,107,4 (N=4)
191,569,206,104,6
400,568,180,104,13
582,567,180,107,31
764,568,180,106,51
945,568,178,104,39
1127,82,178,105,Week 8
1127,191,178,157,NA
1127,351,179,106,35
1126,462,178,103,32
1127,567,180,106,162
1309,82,291,107,Pre- Necropsy
1309,191,291,157,NA
1310,352,288,104,124
1309,462,292,102,126
1309,567,288,105,NA
