12,5,565,42,MANUFACTURING AT A GLANCE MAY 2010
12,49,165,56,Index
178,50,52,52,Series Index May
233,52,48,49,Series Index April
284,51,85,48,Percentage Point Change
374,50,72,48,Direction
449,49,58,52,Rate of Change
510,51,65,52,Trend* (Months)
15,107,160,22,PMI
14,133,162,27,New Orders
14,161,163,22,Production
15,187,162,23,Employment
16,214,160,24,Supplier Deliveries
13,241,162,25,Inventories
12,268,164,23,Customers' Inventories
13,295,165,25,Prices
14,322,164,27,Backlog of Orders
14,350,163,25,Exports
15,377,161,24,Imports
178,106,51,24,59.7
178,132,51,26,65.7
178,161,50,23,66.6
180,187,49,24,59.8
179,214,49,23,61.0
180,241,50,25,45.6
178,268,51,23,32.0
180,295,49,25,77.5
179,322,52,24,59.5
178,350,53,21,62.0
180,375,49,25,56.5
233,107,48,21,60.4
233,134,47,22,65.7
232,160,46,22,66.9
234,188,45,24,58.5
232,216,51,23,61.3
233,241,48,22,49.4
232,269,50,22,33.0
232,295,51,24,78.0
233,323,47,21,57.5
232,349,50,23,61.0
232,376,50,23,58.0
287,106,78,22,-0.7
287,132,80,24,0.0
287,161,80,23,-0.3
286,189,84,23,+1.3
286,214,83,25,-0.3
285,242,83,23,-3.8
286,268,81,24,-1.0
285,295,85,23,-0.5
285,323,83,23,+2.0
285,349,82,25,+1.0
285,375,83,24,-1.5
374,105,70,22,Growing
372,131,76,26,Growing
372,161,74,20,Growing
371,188,74,21,Growing
371,215,74,21,Slowing
370,240,80,22,Contracting
371,268,75,21,Too Low
370,296,78,21,Increasing
371,324,76,20,Growing
371,349,75,27,Growing
370,378,77,23,Growing
450,106,58,23,Slower
448,132,57,23,Same
450,159,56,25,Slower
449,188,57,24,Faster
449,216,60,24,Slower
452,241,55,23,Faster
451,269,54,21,Faster
450,296,56,21,Slower
450,323,60,22,Faster
449,348,57,23,Faster
450,378,58,21,Slower
509,108,66,22,10
511,133,65,24,11
511,161,66,24,12
509,186,69,25,6
509,215,67,22,12
510,240,64,24,2
513,267,65,27,14
508,295,68,24,11
511,324,65,21,5
510,351,67,21,11
508,377,72,27,9
15,404,161,26,
178,403,54,24,
233,405,52,21,
286,404,82,23,
370,402,76,24,
450,404,56,22,
509,406,68,22,
15,430,353,25,OVERALL ECONOMY
372,431,75,22,Growing
450,430,60,24,Slower
511,431,64,24,13
15,456,355,27,Manufacturing Sector
372,456,76,22,Growing
449,456,59,24,Slower
510,457,65,25,10
