20,72,80,17,
100,70,216,18,Lettuce Study Data
318,72,73,16,
20,90,78,17,
99,90,73,15,
174,91,70,15,
246,89,70,18,
318,90,69,18,
21,107,77,16,
21,125,75,16,
101,125,70,14,
172,124,71,15,
244,124,74,16,
319,125,69,16,
100,107,71,17,Fasting
172,107,71,16,Lettuce 1
244,107,72,16,Lettuce 2
318,108,68,17,Average
21,142,76,15,5:00 PM
21,158,76,16,6:00 PM
22,175,76,16,7:00 PM
21,191,77,18,8:00 PM
22,209,78,16,9:00 PM
99,140,72,17,6.3
98,158,73,16,6.5
100,175,72,17,6.5
99,193,73,17,6.1
101,210,70,15,6.7
171,139,75,19,8.1
173,158,71,17,12.3
172,175,73,16,12.8
173,192,71,17,14.9
173,209,73,17,15.0
246,140,72,17,5.8
246,159,71,15,9.2
247,176,71,15,10.7
246,192,72,15,11.8
247,208,72,17,10.0
320,142,68,15,6.95
320,159,67,14,10.75
319,175,69,15,11.75
318,191,72,18,13.35
319,209,71,16,12.5
