10,80,87,22,# Name
13,104,183,22,1 Tropical Storm ARLENE
14,127,172,17,2 Tropical Storm BRET
13,145,136,21,3 Hurricane CINDY
13,166,137,20,4 Hurricane DENNIS
14,186,128,17,5 Hurricane EMILY
13,205,174,22,6 Tropical Storm FRANKLIN
15,227,145,19,7 Tropical Storm GERT
15,246,167,20,8 Tropical Storm HARVEY
14,266,133,19,9 Hurricane IRENE
13,285,149,20,10 Tropical Storm JOSE
13,306,143,20,11 Hurricane KATRINA
328,82,73,21,Date
351,106,65,18,8-14 JUN
347,126,69,19,28-30 JUN
355,145,60,18,3-11 JUL
356,165,55,19,4-18 JUL
350,184,64,18,11-21 JUL
349,203,63,18,21-31 JUL
347,224,66,18,23-25 JUL
345,245,70,20,2-14 AUG
344,265,69,18,4-18 AUG
343,286,73,17,22-23 AUG
341,305,78,18,23-31 AUG
418,83,40,19,Wind
432,106,25,17,60
433,125,25,16,35
433,143,26,19,65
428,165,31,17,130
430,184,27,20,140
434,204,24,19,60
435,225,22,19,40
433,246,27,19,55
434,265,25,18,90
435,285,25,18,45
430,303,32,21,150
461,80,44,24,Pres
470,104,31,20,990
468,124,36,19,1005
470,143,34,21,992
471,165,33,18,930
470,184,35,22,929
470,207,34,16,997
467,222,39,22,1005
469,244,35,16,994
470,261,33,20,970
468,282,36,21,1001
469,304,38,17,902
514,81,40,22,Cat
520,104,34,17,-
523,123,32,19,-
522,142,35,21,1
528,166,25,17,4
526,185,26,18,5
526,204,29,17,-
526,223,31,21,-
525,246,36,17,-
523,265,36,20,2
523,287,36,17,-
525,304,29,19,5
