1,38,74,62,Air Pressure lbs/in²
78,39,268,17,Height Ball Bounced
77,59,66,18,Trial 1
145,59,67,17,Trial 2
214,60,64,17,Trial 3
281,59,65,17,Average
78,81,32,18,Inches
112,81,32,18,cm
146,80,33,17,Inches
179,81,32,17,cm
214,80,33,19,Inches
247,81,32,16,cm
283,80,31,17,Inches
317,80,30,17,cm
2,101,75,26,8
1,127,77,31,9
2,158,75,30,1
1,189,75,29,2
2,218,73,29,3
2,247,74,27,4
1,274,76,29,5
2,304,74,28,6
2,332,74,28,7
79,101,31,27,
113,103,32,25,
144,100,33,29,
180,100,32,31,
213,101,34,28,
249,99,33,30,
282,101,33,29,
317,101,30,29,
78,129,32,28,
112,130,33,27,
146,131,34,27,
181,133,29,25,
214,130,32,27,
248,132,35,25,
283,131,30,28,
317,130,30,27,
79,158,31,29,
112,159,32,27,
145,159,33,28,
180,158,31,28,
215,161,30,27,
248,160,33,27,
282,161,31,26,
317,160,29,25,
79,188,31,26,
111,188,32,27,
146,189,31,28,
179,190,31,27,
214,188,33,29,
250,190,30,26,
282,190,33,28,
316,188,31,26,
77,216,33,27,
110,217,33,27,
146,217,32,26,
179,218,34,28,
213,216,33,30,
248,217,32,28,
284,219,30,26,
316,216,32,27,
78,246,31,26,
111,245,33,29,
147,247,31,27,
179,246,32,28,
214,247,31,25,
248,247,33,26,
282,246,33,28,
317,247,30,26,
79,275,29,26,
114,275,29,27,
146,276,31,25,
179,276,32,25,
214,275,32,29,
250,276,27,27,
283,276,35,28,
317,275,29,28,
78,304,32,26,
112,304,32,26,
145,305,33,24,
180,307,32,22,
214,304,31,28,
247,304,33,26,
283,306,32,25,
317,306,31,27,
78,334,32,26,
112,332,32,27,
146,333,30,27,
183,333,30,28,
213,334,30,27,
248,333,30,29,
284,334,29,25,
318,333,29,28,
