1,18,66,31,Sprout Number
69,18,45,30,Milk
115,18,67,30,Iced Tea
183,17,64,31,Vinegar
250,19,60,29,Orange Juice
312,19,48,28,Club Soda
363,18,55,29,Water
2,51,66,30,1
0,80,69,34,2
2,114,64,29,3
1,145,66,29,4
4,177,63,30,5
0,208,67,29,6
2,239,65,31,7
1,270,66,33,8
1,303,66,29,9
0,335,66,29,10
69,50,45,30,
116,50,68,32,
185,51,63,30,
247,50,62,30,
311,51,54,30,
366,51,52,31,
70,82,44,29,
116,82,66,29,
184,82,63,31,
248,85,61,28,
313,81,50,31,
363,83,57,30,
69,113,45,29,
116,113,66,30,
183,113,63,30,
248,114,60,29,
313,113,50,31,
364,114,56,30,
67,143,46,31,
115,144,65,31,
181,145,67,30,
248,145,61,29,
311,146,52,29,
365,145,53,30,
69,176,48,31,
117,176,66,31,
184,178,62,28,
247,176,64,31,
313,175,49,32,
364,178,54,28,
67,208,46,28,
116,208,66,30,
182,209,64,29,
248,208,63,30,
312,209,51,30,
365,210,54,30,
69,240,46,30,
114,238,69,31,
183,240,63,30,
248,242,62,29,
312,241,52,29,
363,240,56,30,
67,271,49,29,
116,272,65,30,
182,270,66,32,
248,272,61,29,
309,272,54,28,
362,271,55,31,
67,302,48,31,
117,303,64,30,
181,303,67,31,
248,302,61,31,
310,302,53,30,
363,302,56,31,
68,335,49,30,
117,333,67,32,
184,335,61,29,
247,335,62,31,
312,334,52,31,
365,334,52,30,
