1,1,32,26,
33,2,31,23,1
65,1,32,24,2
34,28,30,23,2
0,27,32,25,2
99,2,30,24,3
33,52,31,26,3
1,54,31,24,3
129,2,32,23,4
65,26,30,25,4
33,79,32,24,4
0,78,33,25,4
161,1,31,25,5
34,105,31,24,5
1,106,33,25,5
195,2,29,22,6
97,27,31,25,6
65,54,30,23,6
35,131,30,25,6
1,132,34,25,6
226,3,30,23,7
34,157,32,24,7
0,159,32,22,7
256,1,32,24,8
129,28,33,25,8
65,79,31,26,8
34,182,31,25,8
1,183,33,26,8
290,1,31,25,9
98,54,32,24,9
33,209,30,25,9
0,210,32,24,9
321,1,33,25,10
163,28,28,23,10
65,105,32,25,10
0,236,32,24,10
33,235,32,27,10
0,260,32,25,11
32,263,33,23,11
354,2,30,23,11
384,0,33,25,12
192,28,32,25,12
130,53,31,24,12
98,79,31,25,12
66,131,29,25,12
31,286,34,25,12
2,287,30,25,12
225,27,30,25,14
67,156,31,25,14
163,53,27,26,15
98,105,29,23,15
67,184,29,25,16
256,26,32,25,16
194,54,28,22,18
97,130,32,26,18
66,236,30,25,18
67,211,28,25,17
67,263,29,23,19
65,287,32,24,14
100,157,27,25,21
98,184,30,24,24
97,210,31,25,27
97,237,31,24,30
98,263,29,23,33
98,287,29,25,34
132,81,26,24,16
129,105,30,24,20
130,131,31,24,24
129,158,30,23,28
131,184,29,23,32
128,210,32,25,36
130,236,30,24,40
128,262,33,24,44
129,287,33,26,48
161,82,30,22,20
161,107,33,23,25
162,132,30,23,30
160,156,32,26,35
163,183,30,26,40
160,212,32,21,45
160,234,33,26,50
161,263,30,24,55
163,288,28,23,60
193,80,31,25,24
194,107,29,23,30
193,132,29,23,36
194,157,27,25,42
194,184,28,25,48
194,210,29,24,54
193,236,32,24,60
193,261,31,24,66
194,288,31,23,72
226,54,30,24,21
226,78,31,27,28
226,105,30,24,35
226,131,29,26,42
224,156,32,26,49
226,184,30,23,56
224,209,32,25,63
227,236,29,24,70
226,261,31,25,77
225,287,31,24,84
257,54,32,24,24
257,79,30,25,32
256,106,32,24,40
259,132,29,22,48
257,157,30,24,56
258,183,30,24,64
258,209,33,25,72
259,236,30,23,80
259,262,30,23,88
258,285,31,25,96
290,27,29,26,18
291,54,28,25,27
290,80,31,24,36
289,107,31,22,45
291,131,30,23,54
290,156,31,25,63
290,182,30,25,72
293,209,26,25,81
290,236,32,24,90
290,262,29,27,99
290,289,31,22,108
321,28,29,23,20
320,53,31,27,30
323,81,29,24,40
322,106,30,25,50
322,132,30,23,60
322,156,28,26,70
320,186,31,23,80
321,211,30,23,90
321,234,33,26,100
321,261,32,23,110
323,285,28,24,120
351,28,34,23,22
352,53,32,24,33
353,80,31,24,44
353,105,31,25,55
353,131,31,26,66
354,158,30,24,77
353,184,31,24,88
352,208,32,26,99
355,235,30,27,110
353,261,32,25,121
354,287,29,24,132
387,27,29,25,14
386,53,31,27,34
386,81,30,22,48
386,105,30,24,60
386,131,29,26,72
386,158,28,24,84
386,185,29,22,96
386,208,29,26,108
387,236,31,24,120
386,260,30,26,132
386,287,30,25,144
