2,17,79,65,
85,18,107,21,Time Started
83,41,109,19,Trial
195,19,109,18,Time Ended
196,40,108,19,Trial
306,18,112,21,Time Elapsed
306,40,109,21,Trial
86,62,32,19,1
195,63,34,19,1
306,63,34,19,1
120,63,35,19,2
231,63,36,19,2
345,64,33,18,2
158,63,34,19,3
268,63,36,19,3
380,63,36,19,3
2,85,78,28,Salt
3,116,80,28,Sugar
84,84,35,30,
120,85,38,29,
159,85,35,29,
195,85,37,31,
232,86,36,28,
269,85,36,29,
306,86,35,29,
344,86,35,28,
381,84,35,28,
84,117,37,28,
121,116,33,29,
159,117,34,27,
195,117,37,27,
234,119,34,26,
269,116,36,29,
305,119,39,28,
344,117,35,28,
380,117,39,29,
