13,88,76,35,
92,90,69,34,
160,87,235,37,Time (SECONDS)
395,89,233,35,Distance from target point (mm)
14,124,77,107,Material
91,125,66,104,Size of Canopy (cm- squared)
159,125,57,106,Trial 1
218,126,58,105,Trial 2
278,125,55,106,Trial 3
336,126,57,106,Av.
395,125,54,105,Trial 1
452,127,60,105,Trail 2
513,127,57,102,Trial 3
572,126,55,105,Av.
13,233,78,53,Tissue Paper
92,231,65,26,100
92,260,67,29,225
160,233,55,24,1.14
160,259,56,25,1.58
217,232,57,23,1.48
219,260,55,27,1.57
276,233,58,23,1.17
277,259,57,28,1.99
336,233,56,23,1.26
335,259,58,26,1.71
394,232,57,25,120
393,259,58,26,310
454,233,55,24,385
454,260,54,25,340
511,232,59,26,420
514,261,58,22,150
573,233,54,22,372
572,260,53,26,267
12,288,78,50,Aluminium Foil
92,289,66,24,100
92,315,64,25,225
161,288,54,24,0.79
161,314,56,27,1.02
218,288,53,25,0.99
219,315,54,23,1.27
276,286,58,26,0.84
276,315,59,26,1.07
336,288,57,25,0.87
337,315,55,23,1.12
394,288,56,24,180
394,316,58,23,380
454,288,56,25,245
453,316,56,23,670
512,287,58,27,850
511,316,61,23,350
570,289,60,24,425
571,315,56,26,467
14,344,77,50,Thin Plastic
91,344,66,25,100
92,371,67,27,225
159,345,56,22,0.99
160,368,56,27,1.34
218,342,52,25,0.83
217,370,58,27,1.37
279,342,56,25,1.1
277,369,58,26,1.99
336,341,56,30,0.97
336,372,56,24,1.56
393,343,57,25,20
394,371,58,24,280
453,342,57,26,90
453,371,57,25,220
513,344,54,25,130
511,370,57,25,150
571,344,56,25,80
571,370,57,27,217
