16,13,25,26,x
48,14,28,24,0
14,45,29,26,0
46,45,28,27,0
77,45,28,26,0
107,46,29,25,0
141,45,27,27,0
169,45,29,27,0
201,44,29,26,0
234,43,26,31,0
263,46,31,26,0
296,47,27,27,0
326,46,29,25,0
357,46,29,28,0
46,76,29,26,0
46,105,29,28,0
47,137,29,26,0
46,169,30,28,0
47,199,26,28,0
48,231,28,28,0
46,261,28,30,0
47,293,28,27,0
47,323,27,27,0
47,355,28,28,0
78,13,25,27,1
109,11,30,29,2
139,11,30,28,3
171,12,27,29,4
201,11,29,28,5
233,12,30,28,6
263,11,31,29,7
295,12,29,31,8
324,15,34,25,9
325,76,30,29,9
358,14,27,25,10
357,76,28,27,10
294,75,29,29,8
262,76,29,25,7
234,76,24,25,6
202,77,26,25,5
173,77,27,25,4
143,76,25,27,3
108,76,28,26,2
77,76,28,28,1
13,76,31,26,1
13,105,27,29,2
78,106,30,28,2
13,137,30,29,3
80,139,27,24,3
12,166,31,29,4
79,168,25,27,4
110,107,27,27,4
13,198,29,28,5
76,199,30,30,5
13,232,31,27,6
79,231,28,27,6
110,136,29,28,6
139,107,32,28,6
10,260,35,29,7
76,262,30,28,7
14,293,30,26,8
75,293,31,28,8
106,170,32,26,8
173,108,27,26,8
141,137,26,30,9
14,323,29,26,9
76,324,29,27,9
13,355,29,25,10
78,354,27,28,10
107,199,30,26,10
202,108,27,26,10
235,108,25,25,12
263,108,29,31,14
297,106,29,29,16
327,108,27,28,18
358,108,28,26,20
169,138,31,28,12
200,139,31,27,15
233,136,27,30,18
266,139,27,26,21
297,140,26,26,24
329,137,27,25,27
360,139,28,26,30
139,169,28,26,12
170,169,30,25,16
201,170,30,27,20
234,169,28,26,24
264,168,29,29,28
296,171,27,27,32
326,167,26,28,36
354,168,30,27,40
138,200,29,26,15
174,201,23,23,20
200,197,29,29,25
232,200,29,25,30
264,201,28,30,35
295,200,28,29,40
326,200,27,26,45
357,200,27,26,50
108,230,28,28,12
140,231,26,26,18
170,230,28,25,24
200,230,28,27,30
232,231,29,28,36
263,232,31,26,42
293,230,31,32,48
326,230,29,27,54
357,231,28,27,60
109,263,28,28,14
138,262,30,26,21
170,261,27,25,28
203,261,27,26,35
232,261,30,28,42
263,260,28,28,49
293,263,30,27,56
328,262,28,27,63
356,262,31,28,70
108,293,28,25,16
138,291,28,28,24
170,292,28,28,32
203,293,26,27,40
233,292,28,27,48
265,291,27,29,56
295,292,28,29,64
325,294,31,27,72
356,292,29,29,80
109,324,28,27,18
139,323,29,29,27
171,324,26,26,36
202,324,32,25,45
233,322,28,28,54
264,322,30,30,63
294,323,29,28,72
328,324,26,26,81
357,324,28,28,90
108,356,27,28,20
141,353,30,31,30
173,355,25,26,40
202,355,27,27,50
233,354,26,29,60
263,354,30,30,70
294,354,30,28,80
326,356,28,27,90
357,355,27,28,100
