4,3,25,21,x
31,4,24,21,1
56,5,25,19,2
83,4,24,19,3
109,3,25,20,4
136,3,24,21,5
160,3,27,21,6
189,4,24,20,7
214,5,25,19,8
239,3,25,20,9
268,4,25,19,10
3,25,24,19,5
2,47,25,20,2
1,70,24,16,
4,90,23,20,4
3,112,23,17,6
5,131,19,23,1
4,154,22,18,7
4,175,25,20,9
4,196,25,19,8
3,216,26,21,10
31,25,23,21,
56,25,25,21,
84,25,23,21,
110,26,24,20,
136,25,24,21,
162,26,25,20,
188,25,25,22,
215,25,26,23,
242,26,23,19,
269,27,25,18,
30,46,25,20,
56,47,25,21,
82,47,24,18,
109,47,25,18,
136,47,23,19,
163,48,25,19,
189,48,23,20,
214,49,25,18,
242,48,23,18,
268,46,24,21,
30,68,26,19,
56,70,24,17,
83,68,25,19,
109,68,26,20,
135,68,24,19,
164,69,23,17,
189,69,24,19,
215,67,24,21,
242,70,24,21,
267,70,24,16,
30,90,24,19,
57,89,24,19,
83,90,25,21,
110,92,22,16,
137,91,22,19,
162,91,23,19,
190,91,22,19,
213,88,27,20,
240,91,26,18,
268,91,24,19,
28,112,26,18,
58,111,23,20,
83,111,24,22,
110,111,23,19,
136,110,25,21,
161,111,27,21,
189,113,23,19,
213,112,27,20,
241,110,26,21,
268,111,25,22,
29,133,26,18,
55,132,26,21,
83,133,23,21,
108,132,26,18,
135,133,26,20,
163,132,23,21,
187,133,25,21,
215,133,26,19,
241,133,25,21,
267,132,26,19,
29,154,28,18,
59,155,22,19,
82,155,27,17,
109,155,24,19,
137,155,24,18,
163,154,25,20,
188,156,24,19,
215,154,26,19,
242,154,24,19,
268,153,25,18,
29,176,25,20,
56,176,24,18,
81,174,24,20,
109,176,25,19,
135,175,26,20,
161,174,25,21,
188,176,24,18,
214,174,25,21,
241,176,26,20,
268,177,25,17,
31,198,23,18,
55,193,26,23,
82,196,24,21,
107,199,27,16,
135,197,26,20,
161,196,24,20,
186,196,29,22,
215,197,24,18,
241,199,24,19,
266,198,25,18,
30,218,24,17,
57,218,22,19,
83,218,25,21,
109,218,25,20,
136,219,24,19,
160,218,26,19,
187,218,26,21,
214,220,26,19,
243,221,24,18,
267,220,26,17,
