173,1,291,48,Trials
173,52,74,49,1
248,52,69,49,2
318,53,75,48,3
394,53,69,49,4
2,3,168,95,
3,101,167,56,Temperature
2,158,169,48,Amount of Catalyst
3,208,168,43,Amount of A
3,254,166,46,Amount of B
3,304,166,35,Time
174,102,69,50,18ºC
250,103,67,49,18ºC
318,102,72,49,18ºC
395,103,70,49,18ºC
175,156,72,47,3 mg
248,156,69,46,2 mg
319,157,74,45,1 mg
395,158,68,46,0 mg
174,207,71,44,5 g
249,207,67,43,5 g
318,207,73,44,5 g
397,207,64,43,5 g
175,255,70,45,7 g
250,255,66,44,7 g
320,255,72,45,7 g
395,254,68,45,7 g
174,302,74,38,10 min
249,303,69,37,10 min
320,303,72,38,10 min
395,303,70,37,10 min
