11,11,53,35,
64,11,54,36,1
115,9,56,37,2
171,12,51,31,3
224,11,51,34,4
276,10,53,37,5
330,11,51,35,6
382,12,52,33,7
436,11,53,36,8
489,11,51,37,9
540,10,54,36,10
595,10,53,35,11
649,10,49,35,12
11,48,53,33,2
11,83,53,35,3
12,119,53,34,4
11,154,52,35,5
12,191,53,35,6
12,229,51,33,7
12,264,52,34,8
10,299,54,36,9
11,336,51,35,10
11,371,53,34,11
10,408,53,33,12
66,47,52,36,
118,48,52,32,
171,47,52,36,
224,47,53,34,
277,47,51,34,
329,47,52,35,
382,47,52,36,
436,47,51,34,
489,48,52,34,
543,46,51,37,
594,48,53,34,
648,46,53,36,
65,83,52,34,
118,83,52,35,
170,83,52,35,
224,83,51,35,
276,82,53,36,
329,83,53,36,
382,83,53,34,
435,83,52,35,
489,82,54,36,
543,83,52,37,
595,84,51,35,
648,83,53,36,
65,119,53,34,
117,118,52,35,
170,118,53,35,
223,118,53,35,
276,119,55,36,
332,119,49,35,
382,118,51,36,
435,119,53,35,
488,119,51,34,
541,120,54,34,
595,120,51,33,
647,119,51,34,
64,155,53,36,
118,155,51,35,
170,154,53,36,
223,155,53,34,
277,156,53,32,
330,156,51,32,
383,156,50,35,
435,155,52,35,
489,155,50,34,
542,155,52,34,
594,155,54,35,
648,155,52,36,
66,192,50,34,
118,191,51,35,
171,191,50,35,
223,191,52,35,
277,191,52,35,
330,191,52,34,
384,192,51,33,
436,192,53,34,
490,191,51,35,
543,193,51,32,
595,191,52,36,
648,191,51,36,
65,227,51,34,
119,227,49,35,
171,227,51,36,
224,229,51,34,
276,227,52,34,
329,226,53,36,
382,226,52,37,
435,227,52,33,
489,227,51,34,
541,226,51,35,
594,227,51,34,
647,228,52,34,
64,262,51,34,
118,263,51,34,
170,262,52,37,
223,263,50,34,
275,262,53,34,
330,262,51,37,
383,263,51,34,
436,263,51,35,
488,264,52,33,
541,263,53,35,
594,262,53,36,
648,263,51,35,
65,298,51,35,
118,299,51,33,
170,299,52,33,
223,299,53,34,
276,300,54,34,
330,300,51,34,
382,300,52,33,
436,298,54,36,
490,299,50,35,
542,300,51,33,
594,299,52,34,
648,299,52,35,
64,335,52,33,
117,335,49,36,
172,334,50,36,
223,337,52,33,
276,335,51,34,
330,336,52,32,
382,334,53,34,
436,335,53,35,
489,335,50,35,
542,336,51,33,
596,335,49,34,
648,336,49,33,
65,371,50,34,
118,372,51,33,
171,371,49,34,
223,372,52,33,
277,371,53,33,
330,372,52,34,
382,371,52,35,
436,370,51,34,
489,371,51,36,
541,371,49,34,
595,372,50,32,
647,371,51,34,
66,407,53,33,
119,406,50,34,
171,406,51,33,
223,406,51,35,
276,406,53,35,
330,407,51,34,
382,407,53,34,
436,407,51,35,
490,407,50,35,
542,406,51,35,
596,406,50,35,
647,408,52,34,
