1,3,85,16,Object
89,3,69,18,Mass
159,1,72,22,Volume
234,2,125,20,Floats or sinks?
362,2,86,20,
3,23,84,20,1
2,45,84,20,2
1,65,86,22,3
0,88,87,19,4
1,109,86,19,5
1,131,87,22,6
2,153,85,22,7
1,175,87,19,8
1,194,89,19,9
2,216,87,20,10
1,237,88,21,11
2,258,86,21,12
89,24,69,17,
89,44,69,22,
87,66,71,22,
91,89,67,17,
87,108,71,22,
89,132,69,20,
89,153,69,19,
90,175,67,18,
90,195,67,19,
89,217,67,17,
90,237,66,20,
88,260,67,19,
158,24,74,19,
160,43,72,21,
158,65,74,20,
158,89,73,17,
159,108,73,21,
160,131,71,20,
159,154,74,20,
159,174,73,20,
158,195,72,19,
160,216,71,20,
160,238,72,19,
159,258,71,21,
233,24,126,19,
234,44,125,22,
233,68,125,19,
233,88,127,21,
235,110,124,21,
233,131,124,22,
233,153,125,21,
233,175,127,18,
233,195,125,20,
233,216,126,20,
233,238,128,19,
232,261,126,16,
360,23,90,19,
360,45,88,18,
359,67,91,20,
360,88,88,19,
360,108,88,22,
360,131,89,20,
359,153,91,19,
360,174,91,19,
360,196,89,18,
359,216,89,19,
362,238,88,19,
361,259,89,21,
