2,1,55,45,Name
59,3,48,44,Thread pitch (mm)
109,3,56,43,Minor diameter tolerance
165,3,66,45,Nominal diameter (mm)
233,4,52,43,Head shape
287,2,60,44,Price for 50 screws
348,2,67,46,Available at factory outlet?
415,2,61,45,Number in stock
477,4,48,41,Flat or Phillips head?
477,48,49,19,Flat
478,67,48,20,Both
480,89,46,19,Flat
479,108,47,18,Phillips
478,128,50,21,Phillips
478,149,45,17,Flat
479,167,47,20,Phillips
481,189,42,16,Both
481,205,43,21,Both
483,227,44,20,Both
483,247,44,21,Phillips
482,268,44,19,Phillips
482,289,43,18,Both
484,308,42,19,Flat
1,48,56,19,M4
1,68,57,21,M5
0,88,59,21,M6
1,109,60,18,M8
0,127,60,20,M10
0,148,62,20,M12
0,168,64,21,M14
0,190,63,18,M16
0,210,62,17,M18
1,228,62,19,M20
2,248,62,20,M24
0,268,63,20,M28
2,288,59,17,M36
5,305,55,21,M50
61,47,42,19,0.7
65,68,38,17,0.8
69,88,33,18,1
68,109,36,18,1.25
66,130,41,18,1.5
66,149,42,20,1.75
69,172,40,16,2
72,188,36,18,2
73,209,39,18,2.1
72,228,33,18,2.4
69,247,42,21,2.55
68,269,40,18,2.7
71,289,40,20,3.2
71,310,38,16,4.5
122,47,49,23,4g
124,70,50,17,4g
125,88,45,20,5g
129,111,43,18,5g
130,129,42,20,6g
131,149,44,20,7g
133,170,41,18,7g
136,189,40,20,8g
135,210,44,19,8g
133,230,43,19,8g
132,250,47,19,9g
130,270,47,19,10g
132,290,39,18,12g
132,310,41,17,15g
189,49,43,17,4
189,66,41,20,5
189,88,41,19,6
191,108,39,18,8
195,129,33,19,10
195,149,33,18,12
194,169,34,20,14
196,191,29,16,16
195,210,28,17,18
196,228,33,18,20
196,247,31,23,24
195,271,30,15,28
199,288,28,22,36
198,309,28,16,50
235,47,52,19,Pan
237,69,49,18,Round
238,89,48,17,Button
239,110,49,18,Pan
238,131,49,16,Round
239,149,50,19,Pan
239,169,52,20,Round
239,190,50,19,Button
237,210,52,18,Button
242,228,45,19,Pan
242,249,44,20,Round
240,268,48,20,Button
245,290,42,17,Pan
245,307,42,23,Pan
291,47,54,21,0.08
295,68,50,18,3.89
294,87,53,20,0.42
295,109,50,19,1.98
296,129,51,18,6.74
296,149,52,17,8.26
295,166,51,23,1.19
296,191,49,16,3.57
295,206,52,22,5.87
295,228,49,17,9.09
294,247,49,19,3.01
294,267,54,22,5.66
294,289,54,21,1.32
295,311,49,15,4.72
349,49,62,20,Yes
353,70,59,17,Yes
359,90,50,17,Yes
364,109,47,18,No
362,128,51,20,Yes
362,150,49,16,No
361,168,52,19,No
363,188,50,19,Yes
363,209,50,18,No
365,228,46,18,Yes
367,248,46,20,Yes
370,269,43,17,No
373,288,43,19,No
374,308,43,21,No
423,49,48,18,276
424,68,44,16,183
423,86,47,22,1043
423,108,44,17,298
424,126,44,21,488
427,149,41,18,998
428,169,44,21,235
430,190,39,17,292
432,209,39,20,664
429,228,41,20,486
430,249,42,19,982
430,269,39,18,1067
431,289,40,17,434
434,308,37,18,740
