5,12,76,102,Attempt
81,12,235,50,Time to complete maze (seconds)
316,15,79,99,Average
589,13,76,99,Average
394,12,194,50,Time to complete maze (seconds)
81,64,77,48,Hamster 1
160,64,76,49,Hamster 2
239,64,75,48,Hamster 3
396,64,61,48,Mouse 1
459,63,63,50,Mouse 2
525,65,62,47,Mouse 3
6,115,72,31,1
7,146,74,32,2
7,179,74,32,3
6,212,74,31,4
6,244,74,31,5
6,277,75,31,6
6,308,74,33,7
6,341,76,31,8
7,374,74,30,9
7,405,72,32,10
83,115,76,30,48
83,146,77,32,46
159,114,79,32,46
317,114,76,30,48
395,113,64,32,45
460,114,63,32,42
590,114,76,32,42
160,147,77,32,40
239,146,75,32,49
394,147,64,31,41
159,180,79,30,40
317,144,75,34,45
238,179,77,32,45
318,179,76,32,41
239,212,77,30,40
239,115,76,30,50
525,113,63,33,39
461,148,63,29,39
525,147,62,32,35
590,147,76,33,38
394,178,66,33,35
460,178,63,29,32
525,180,65,31,32
591,181,76,29,33
590,212,75,30,30
460,212,61,29,30
395,213,64,29,32
317,212,77,31,37
159,212,78,29,37
82,211,76,31,34
82,179,77,32,38
159,243,79,31,32
238,242,78,32,35
317,244,77,32,32
159,277,79,29,31
239,277,77,30,31
317,277,75,28,30
525,212,62,29,28
82,243,76,31,29
396,244,63,30,29
81,274,79,34,28
159,309,79,33,28
317,307,77,33,28
238,372,77,31,28
238,308,77,32,29
238,340,76,32,29
460,243,64,31,27
590,244,76,32,27
315,341,80,30,27
158,342,80,32,27
81,309,78,30,27
238,405,78,30,27
395,277,63,29,26
458,275,67,34,26
317,373,75,29,26
159,374,78,30,26
83,341,76,31,25
524,242,65,33,25
589,276,78,32,25
394,309,64,30,25
316,405,78,31,25
460,310,62,29,24
589,308,78,31,24
395,341,62,29,24
83,374,74,28,24
82,404,76,31,24
159,407,77,29,24
395,373,61,31,22
459,341,64,31,22
460,372,65,33,22
396,405,62,31,21
461,406,63,30,21
525,277,62,30,23
526,308,63,31,23
589,342,77,29,22
587,375,78,29,21
524,342,63,30,20
589,405,79,31,20
526,374,60,29,19
525,405,62,32,18
