3,45,253,47,
259,45,252,45,Control
516,46,251,43,10 Chem
772,47,253,40,3 Chem
3,93,254,51,Run 1
4,144,253,52,Run 2
4,197,252,54,Run 3
4,252,251,52,Run 4
4,305,251,51,Run 5
5,358,250,54,Run 6
4,413,253,53,Run 7
6,468,252,49,Run 8
5,519,249,48,Run 9
3,568,252,54,Run 10
5,624,253,51,Averarge
259,92,252,51,9.33
259,144,255,52,9.41
259,199,254,49,9.87
261,251,251,50,9.52
259,304,251,53,9.81
259,361,255,46,9.44
259,411,254,52,9.72
260,464,253,52,9.79
262,518,248,48,9.66
260,572,252,47,9.67
261,628,251,45,9.622
515,92,253,48,8.99
516,145,252,50,9.61
517,200,252,48,9.4
517,252,251,51,9.57
517,307,249,48,9.21
517,359,251,47,9.69
517,412,252,50,9.37
518,465,252,49,9.73
516,518,254,52,9.22
516,571,252,50,9.53
516,627,252,45,9.43
773,91,250,49,9.35
773,144,251,51,9.22
774,199,251,50,9.17
772,251,254,51,9.84
772,304,254,51,8.85
770,359,256,47,9.58
774,412,252,49,9.34
776,465,249,50,9.71
774,518,253,50,9.34
774,571,252,50,9.47
775,626,250,45,9.387
1029,47,245,44,1 Chem
1028,93,248,48,9.8
1029,145,247,52,10.11
1030,200,248,48,10.09
1030,249,247,51,9.91
1029,303,248,53,10.01
1030,358,246,53,9.91
1031,413,248,47,9.88
1029,463,249,49,10.14
1028,517,249,50,11.16
1029,571,248,51,10.54
1032,627,245,45,10.155
