12,10,736,70,Bissell Campus Recycling Competition
14,80,69,66,Grade
84,82,281,66,Amount of Recycling before Competition in lbs.
369,81,271,64,Amount of Recycling after competition in lbs.
642,81,104,65,Increase lbs.
13,150,68,64,5th
15,218,67,66,6th
14,286,67,65,7th
14,356,68,62,8th
15,422,65,67,Total
85,150,281,65,7.75
83,217,283,66,2.85
84,285,279,66,31.35
85,353,282,67,23.95
87,424,281,64,65.9
369,148,266,68,14.4
370,218,267,69,8.94
369,287,269,68,67.96
369,355,268,64,31.4
370,422,265,70,122.7
639,148,108,65,6.65
641,219,106,62,6.09
639,285,108,66,36.61
639,354,105,67,7.45
640,425,107,63,56.8
