2,1,73,19,
77,1,95,18,CH
175,0,72,20,CU
252,0,74,20,FA
327,0,73,20,SL
1,21,73,17,ball
0,39,73,21,FB
0,60,75,20,GB
1,81,73,19,LD
2,100,72,19,StrF
1,120,74,19,StrL
2,141,73,18,StrS
78,21,95,18,12.7%
78,41,95,18,8.5%
77,61,96,18,18.0%
78,81,95,18,13.1%
76,99,96,18,13.0%
77,119,96,18,9.8%
75,138,99,20,27.9%
176,21,72,17,10.5%
176,39,69,19,5.9%
173,60,75,20,5.8%
177,81,72,18,7.1%
175,101,73,17,4.9%
173,118,77,22,14.8%
176,141,72,17,6.7%
251,22,73,16,64.5%
250,41,74,19,78.0%
253,60,70,19,68.0%
249,79,75,19,70.2%
249,101,75,17,74.5%
252,121,69,18,66.3%
251,138,71,19,42.8%
325,20,76,20,12.2%
326,42,74,19,7.6%
326,61,71,19,8.3%
326,80,70,20,9.5%
326,100,72,19,7.7%
324,119,73,19,9.0%
324,140,73,18,22.6%
