14,15,51,34,
67,18,53,33,5
119,17,55,33,12
173,16,51,35,2
225,16,53,37,10
278,15,54,37,6
333,16,49,34,3
384,16,52,36,9
436,16,52,35,4
491,14,51,36,11
544,16,50,36,1
598,15,51,37,8
650,15,52,36,7
13,52,52,35,5
12,88,54,34,8
12,124,52,34,6
13,161,52,31,3
12,193,54,38,7
13,232,54,35,11
13,267,52,37,9
14,305,49,32,12
13,341,52,32,10
14,374,50,38,4
12,412,54,34,2
67,52,52,34,
120,53,50,33,
173,52,51,33,
226,53,51,33,
279,53,51,34,
332,51,51,37,
384,52,53,34,
438,53,50,34,
491,52,52,33,
544,55,52,31,
597,55,52,32,
650,53,50,33,
68,89,50,33,
120,88,51,36,
172,87,53,37,
225,89,54,34,
279,89,51,35,
331,88,52,33,
385,89,49,33,
438,89,51,34,
491,87,52,37,
545,88,49,34,
597,89,51,35,
648,88,53,34,
68,124,49,34,
120,124,51,37,
171,125,53,34,
226,124,50,35,
278,126,53,33,
332,123,52,35,
385,124,51,34,
438,125,50,33,
491,124,51,33,
544,124,52,34,
597,124,52,35,
651,124,50,34,
67,160,54,33,
122,163,50,30,
172,160,53,35,
226,160,52,34,
279,159,52,34,
332,160,51,35,
385,163,52,31,
437,159,52,34,
492,160,49,35,
544,160,52,34,
597,161,52,34,
650,161,50,34,
66,194,53,35,
119,195,53,36,
172,197,51,31,
225,197,53,34,
280,195,49,34,
331,195,52,36,
383,197,55,33,
440,196,51,38,
491,197,53,34,
542,196,53,33,
597,197,52,34,
649,198,53,32,
67,232,53,34,
120,231,51,36,
172,231,51,35,
225,233,52,33,
279,232,53,36,
332,232,51,35,
384,233,52,33,
438,231,52,36,
491,231,50,35,
544,233,53,35,
598,233,51,33,
650,233,49,35,
66,268,52,33,
120,268,51,32,
173,268,50,34,
225,268,54,33,
280,269,48,32,
334,268,51,35,
387,268,48,36,
437,268,53,34,
492,268,51,34,
543,268,52,36,
598,269,50,35,
650,269,51,33,
66,303,53,35,
119,303,52,37,
172,304,54,34,
226,303,51,34,
279,302,51,36,
332,304,50,33,
385,304,50,34,
438,304,52,34,
490,304,51,34,
543,305,52,32,
597,302,52,36,
650,304,53,33,
66,340,54,34,
120,341,50,33,
170,340,55,33,
225,339,53,37,
279,340,49,33,
332,340,51,37,
385,341,50,33,
437,340,53,33,
489,339,53,37,
543,340,53,35,
596,339,52,36,
651,340,51,34,
67,375,53,35,
120,376,52,35,
172,375,52,36,
226,376,51,35,
278,375,52,37,
332,377,49,33,
385,377,52,31,
438,377,52,35,
491,376,51,36,
545,376,51,34,
596,377,54,33,
650,375,51,36,
67,411,53,35,
120,412,52,35,
173,413,51,34,
225,411,54,36,
279,412,51,34,
331,412,53,34,
386,411,49,36,
438,412,51,34,
491,413,51,33,
543,412,52,35,
597,412,53,33,
651,412,49,34,
